,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
24200,0.03,0.36,0.09,7.0,0.09,0.1,1.238723455421432,0.8079922162321038,1.4789480114266624,0
24201,0.03,0.36,0.09,5.5,0.02,0.16000000000000003,0.10991731746731932,0.244686346285062,0.2682409825838415,0
24202,0.03,0.42000000000000004,0.09,8.5,0.09,0.26,0.2299450098627946,0.33915703904435385,0.40975871521437357,0
24203,0.03,0.44000000000000006,0.09,10.0,0.06999999999999999,0.41000000000000003,0.5770609412532343,0.28733466983931244,0.6446398548117666,0
24204,0.03,0.38,0.09,2.0,0.08,0.11,1.3686512688632617,0.860614892252433,1.616744967064281,0
24205,0.03,0.38,0.09,3.25,0.03,0.26,0.17403383368515918,0.1971279015005231,0.2629585229977412,0
24206,0.03,0.36,0.09,5.0,0.05,0.26,0.28707438206575675,0.09670323641602363,0.30292444069729574,0
24207,0.03,0.36,0.09,8.25,0.04,0.46,1.1623298802773825,1.065910155715918,1.5770780610496002,0
24208,0.03,0.36,0.09,9.25,0.09,0.36000000000000004,0.11551458484572281,0.1030025939398292,0.1547680641166421,0
24213,0.03,0.34,0.1,3.5,0.02,0.2,0.14544127403040863,0.2994048915905238,0.33286101198536566,0
24214,0.03,0.44000000000000006,0.09,8.25,0.09999999999999999,0.26,0.279602117567487,0.3817210412722884,0.47316836062676776,0
24215,0.03,0.44000000000000006,0.09,2.25,0.06999999999999999,0.31000000000000005,0.6994175449284366,0.3508717469270883,0.7824933769338807,0
24216,0.03,0.38,0.09,9.75,0.03,0.41000000000000003,1.3750136448833759,1.4178742974020415,1.9751025408440948,0
24217,0.03,0.4,0.09,8.5,0.060000000000000005,0.11,0.9866990094840793,0.646783509542928,1.1797897454773583,0
24218,0.03,0.38,0.09,6.25,0.08,0.21000000000000002,0.5304151883695929,0.46349506201972296,0.704391897007495,0
24220,0.03,0.44000000000000006,0.09,6.75,0.03,0.46,1.5459486279117538,1.6044276554584813,2.2280361895046124,0
24221,0.03,0.42000000000000004,0.09,3.25,0.08,0.46,0.25304039980363857,0.03912183938245567,0.2560467969911983,0
24222,0.03,0.42000000000000004,0.09,8.75,0.02,0.36000000000000004,1.7637711586073022,1.9980375624430422,2.665153429142172,0
24223,0.03,0.4600000000000001,0.09,6.75,0.02,0.36000000000000004,1.7321110760200407,1.9194568124255014,2.5854444945575548,0
24225,0.03,0.36000000000000004,0.1,3.0,0.029999999999999992,0.14,0.6464261389857351,0.39581084710165965,0.7579795378816887,0
24226,0.03,0.38000000000000006,0.1,3.5,0.03999999999999998,0.1,1.004937481746902,0.6453960382715925,1.1943347053638154,0
24227,0.03,0.38,0.09,8.0,0.08,0.21000000000000002,0.47661709965551824,0.4456744964283538,0.6525255676605362,0
24228,0.03,0.4,0.09,8.25,0.01,0.11,0.32219201960503735,0.7807056293828039,0.8445762116275669,0
24229,0.03,0.38000000000000006,0.1,4.5,0.023999999999999997,0.3400000000000001,0.5918334767892492,1.0776251426323222,1.2294481738901333,0
24232,0.03,0.38,0.09,9.25,0.02,0.46,1.4390902332377913,2.729716443503489,3.0858276946929064,0
24233,0.03,0.4,0.09,5.0,0.08,0.26,0.5876435086698305,0.3451593670924588,0.6815129360279641,0
24235,0.03,0.4600000000000001,0.09,9.0,0.09999999999999999,0.46,0.4441351048899994,0.11939455305833661,0.459903305810744,0
24236,0.03,0.36,0.09,2.75,0.01,0.31000000000000005,1.053564788617203,2.222496002306116,2.45957054057831,0
24237,0.03,0.4600000000000001,0.09,9.25,0.04,0.21000000000000002,0.23239755643128765,0.05189138680937312,0.23812043226114282,0
24240,0.03,0.4,0.09,4.0,0.06999999999999999,0.26,0.5783796399651407,0.32054796203792457,0.6612669686993843,0
24242,0.03,0.36,0.09,7.5,0.04,0.41000000000000003,0.9401071259010049,0.8231751737884632,1.2495674351196555,0
24243,0.03,0.38000000000000006,0.1,3.5,0.03599999999999999,0.22000000000000003,0.34911755166353114,0.10191965573430879,0.3636903643273195,0
24244,0.03,0.4600000000000001,0.09,6.0,0.01,0.31000000000000005,1.4670631452252465,3.5043376276551896,3.7990336245785183,0
24246,0.03,0.36,0.09,10.0,0.03,0.11,0.38098896523742215,0.3348931499498511,0.5072534016800825,0
24247,0.03,0.4600000000000001,0.09,5.0,0.02,0.16000000000000003,0.41447506787481003,0.29176683093410966,0.5068702649822355,0
24251,0.03,0.42000000000000004,0.09,5.25,0.09999999999999999,0.16000000000000003,1.0790920256955485,0.6689602774081583,1.2696249259800008,0
24252,0.03,0.44000000000000006,0.09,7.0,0.05,0.11,0.6798063531327687,0.5772729722511412,0.8918412203140991,0
24253,0.03,0.36000000000000004,0.1,4.5,0.02,0.26,0.8184112657195364,0.8587623210372782,1.1862839979912005,0
24254,0.03,0.38000000000000006,0.1,3.5,0.037999999999999985,0.28,0.16419703723174503,0.08734564642842811,0.18598367935300947,0
24255,0.03,0.36,0.09,8.25,0.06999999999999999,0.16000000000000003,0.7742948052300077,0.5480673370201269,0.9486359951606881,0
24258,0.03,0.44000000000000006,0.09,8.75,0.09999999999999999,0.21000000000000002,0.8150503819946542,0.5066098782922944,0.9596669703459451,0
24259,0.03,0.44000000000000006,0.09,7.0,0.01,0.11,0.22703467551610987,0.7753412320230362,0.807897747219105,0
24260,0.03,0.36000000000000004,0.1,3.0,0.03599999999999999,0.3400000000000001,0.0857858900100223,0.26095255577722687,0.27469156392484706,0
24261,0.03,0.42000000000000004,0.09,2.0,0.06999999999999999,0.46,0.4330079321185647,0.12353432201888963,0.4502850186207201,0
24262,0.03,0.4600000000000001,0.09,5.25,0.09999999999999999,0.31000000000000005,0.17358390168690263,0.2953570620734618,0.3425889155263419,0
24263,0.03,0.4,0.09,8.0,0.03,0.16000000000000003,0.3158193646250076,0.04095965372575001,0.3184643846735092,0
24264,0.03,0.4,0.09,5.75,0.05,0.21000000000000002,0.48826099341183177,0.2198012721187029,0.5354543835963143,0
24265,0.03,0.36,0.09,8.0,0.06999999999999999,0.26,0.1908590194884919,0.24583563443555817,0.3112271268357595,0
24266,0.03,0.34,0.1,5.0,0.03999999999999998,0.3600000000000001,0.5398397567290185,0.45399284908098125,0.7053626513800632,0
24268,0.03,0.38,0.09,5.0,0.05,0.36000000000000004,0.37793221135149624,0.2631281928230674,0.4605097200226781,0
24269,0.03,0.4,0.09,9.25,0.09,0.46,0.0757402678392812,0.17037171579128577,0.1864486784990248,0
24270,0.03,0.34,0.1,4.0,0.027999999999999994,0.38,0.931496127279226,0.9111028700701146,1.3029940425750979,0
24272,0.03,0.4,0.09,9.75,0.060000000000000005,0.11,0.9614714141806043,0.6420723515500415,1.1561505892017057,0
24274,0.03,0.4600000000000001,0.09,2.75,0.09,0.11,1.1702778265987905,0.8141640319524072,1.4256273223931244,0
24275,0.03,0.36,0.09,1.75,0.02,0.11,,,,1
24276,0.03,0.44000000000000006,0.09,5.25,0.09999999999999999,0.31000000000000005,0.199603694116561,0.3061963543762946,0.36551038581456347,0
24278,0.03,0.4600000000000001,0.09,6.5,0.05,0.36000000000000004,0.6022220923884649,0.396583611371339,0.7210755919937064,0
24279,0.03,0.36,0.09,4.25,0.09999999999999999,0.21000000000000002,0.858370696846056,0.5935042375305055,1.0435744023166966,0
24280,0.03,0.38,0.09,2.0,0.09999999999999999,0.46,0.5140741258084355,0.29731838721310205,0.5938606151284216,0
24281,0.03,0.4600000000000001,0.09,1.5,0.04,0.41000000000000003,,,,1
24282,0.03,0.4,0.09,1.5,0.01,0.21000000000000002,,,,1
24283,0.03,0.4600000000000001,0.09,6.25,0.05,0.16000000000000003,0.3323469749947718,0.3729865028277387,0.49957326097364557,0
24284,0.03,0.36,0.09,5.0,0.060000000000000005,0.31000000000000005,0.2364921105341754,0.06125348234998576,0.2442959423422924,0
24285,0.03,0.4,0.09,3.75,0.09999999999999999,0.31000000000000005,0.612055298272726,0.37632462468149325,0.7184928053121912,0
24287,0.03,0.42000000000000004,0.09,7.75,0.01,0.36000000000000004,2.9073131107310304,4.372687298820562,5.2509869298156895,0
24289,0.03,0.36000000000000004,0.1,3.5,0.022,0.28,0.34524088371926376,0.6763124622785929,0.7593351133884112,0
24290,0.03,0.38000000000000006,0.1,3.5,0.029999999999999992,0.14,0.6027420992058228,0.3355135131406783,0.6898313965419681,0
24292,0.03,0.4,0.09,6.5,0.09999999999999999,0.41000000000000003,0.16036104985274763,0.06863197620885875,0.174430543392517,0
24293,0.03,0.38,0.09,3.5,0.06999999999999999,0.26,0.6210211718059996,0.35909615081943363,0.7173683442727524,0
24297,0.03,0.38,0.09,3.5,0.09,0.46,0.23873282975973548,0.03631784490210483,0.24147950195290735,0
24298,0.03,0.4,0.09,5.25,0.01,0.31000000000000005,1.4689195143229588,3.2910354304939755,3.6039754083963262,0
24300,0.03,0.36,0.09,2.75,0.06999999999999999,0.21000000000000002,0.83773810695784,0.5511927540721728,1.002805358975994,0
24301,0.03,0.42000000000000004,0.09,1.5,0.09,0.41000000000000003,,,,1
24303,0.03,0.4600000000000001,0.09,7.75,0.01,0.16000000000000003,1.4680458654114175,1.5828819734690687,2.1588594222146313,0
24304,0.03,0.36,0.09,9.25,0.09999999999999999,0.16000000000000003,0.9315750927275813,0.6658875445411185,1.1450931732245204,0
24305,0.03,0.38,0.09,2.0,0.08,0.41000000000000003,0.5401734831514491,0.2983300598889314,0.6170803971390618,0
24306,0.03,0.4600000000000001,0.09,7.25,0.06999999999999999,0.41000000000000003,0.5151729555566027,0.2568111838815955,0.5756345701081477,0
24307,0.03,0.4,0.09,9.0,0.06999999999999999,0.26,0.40357884950974693,0.2087846763414405,0.4543863211482175,0
24308,0.03,0.44000000000000006,0.09,6.5,0.04,0.11,0.8933174345197923,0.4880008428271412,1.0179198698409535,0
24309,0.03,0.4600000000000001,0.09,7.5,0.04,0.46,1.2838693395072933,1.1307005975795126,1.7107905547709692,0
24312,0.03,0.42000000000000004,0.09,7.25,0.05,0.21000000000000002,0.47063519534523485,0.17940076230793078,0.5036686615368422,0
24313,0.03,0.34,0.1,3.0,0.029999999999999992,0.12000000000000001,0.7958878829947099,0.49879822700834336,0.9392748232357065,0
24314,0.03,0.4600000000000001,0.09,3.0,0.01,0.21000000000000002,0.499663664581938,1.4832983393774832,1.565195751752301,0
24315,0.03,0.38000000000000006,0.1,4.0,0.03599999999999999,0.3400000000000001,0.18112229890960405,0.43706190045957255,0.4731050538682009,0
24316,0.03,0.44000000000000006,0.09,6.75,0.09999999999999999,0.36000000000000004,0.04103783321194826,0.15886403636443341,0.16407890115652196,0
24317,0.03,0.4,0.09,9.0,0.03,0.26,0.711536935245577,0.5692891648216514,0.9112491225795512,0
24318,0.03,0.36000000000000004,0.1,4.5,0.023999999999999997,0.14,0.3378852772984853,0.12964241605919996,0.3619027723805677,0
24320,0.03,0.44000000000000006,0.09,5.75,0.09999999999999999,0.26,0.3704469629954613,0.4121051869062074,0.5541314261685226,0
24322,0.03,0.44000000000000006,0.09,2.75,0.04,0.36000000000000004,0.19821662798111014,0.24889746725978004,0.3181819932311304,0
24323,0.03,0.34,0.1,4.0,0.03999999999999998,0.18000000000000002,0.5244278394431006,0.31771380482283124,0.6131611701322569,0
24324,0.03,0.42000000000000004,0.09,3.5,0.04,0.26,0.35857326658149224,0.011390712225317543,0.35875414399268185,0
24325,0.03,0.38,0.09,3.75,0.01,0.41000000000000003,1.7108319128747955,3.949741303313421,4.304346895547666,0
24327,0.03,0.36,0.09,5.5,0.09999999999999999,0.36000000000000004,0.07515660730551622,0.2291203453791625,0.24113201423357764,0
24328,0.03,0.42000000000000004,0.09,4.5,0.04,0.16000000000000003,0.6669707723567451,0.31959386015691865,0.7395878897251855,0
24329,0.03,0.4600000000000001,0.09,4.0,0.060000000000000005,0.16000000000000003,0.9542272032356222,0.5164384264362986,1.0850153011339876,0
24330,0.03,0.4600000000000001,0.09,4.25,0.06999999999999999,0.36000000000000004,0.19106086696912214,0.00487472990704783,0.19112304381905196,0
24331,0.03,0.4600000000000001,0.09,5.75,0.060000000000000005,0.11,1.1389820708528844,0.6477117614855136,1.3102712252396416,0
24333,0.03,0.42000000000000004,0.09,5.25,0.08,0.11,1.2207651614230004,0.7477485330309918,1.431570972042296,0
24335,0.03,0.4,0.09,7.75,0.08,0.46,0.1059352186593538,0.24084311764438412,0.2631115312354663,0
24337,0.03,0.36000000000000004,0.1,4.0,0.029999999999999992,0.14,0.5289305768502768,0.31176378681089095,0.6139741150030946,0
24338,0.03,0.4600000000000001,0.09,7.5,0.060000000000000005,0.11,1.0942816437042457,0.632962375119301,1.2641573019465309,0
24339,0.03,0.38,0.09,2.25,0.03,0.46,0.21458606181099632,0.6494528688698922,0.6839855311385513,0
24340,0.03,0.4,0.09,4.0,0.09,0.16000000000000003,1.0373728306406031,0.6719525175437127,1.2359864787224135,0
24341,0.03,0.38000000000000006,0.1,4.0,0.03999999999999998,0.22000000000000003,0.3563801503394974,0.13625340720510448,0.3815387300537166,0
24342,0.03,0.44000000000000006,0.09,7.0,0.03,0.41000000000000003,1.3812252502862468,1.365621835978028,1.9423455384993438,0
24343,0.03,0.44000000000000006,0.09,6.5,0.05,0.46,0.934066836235905,0.7444811799893489,1.1944593261865748,0
24344,0.03,0.44000000000000006,0.09,9.5,0.02,0.36000000000000004,1.8392584699571812,2.060662367160941,2.7621008509362155,0
24346,0.03,0.44000000000000006,0.09,8.0,0.04,0.11,0.8534549651553346,0.4742832958879466,0.976386205508162,0
24347,0.03,0.44000000000000006,0.09,4.0,0.05,0.41000000000000003,0.09582686109171033,0.3938575508670614,0.40534745303466485,0
24348,0.03,0.42000000000000004,0.09,5.25,0.05,0.31000000000000005,0.20992886772405173,0.13416427147965532,0.24913887943387933,0
24349,0.03,0.38,0.09,5.0,0.09,0.41000000000000003,0.09495505940857048,0.056102703440505844,0.11029041953233515,0
24350,0.03,0.4600000000000001,0.09,3.25,0.02,0.11,0.6769571863205328,0.22443008995007785,0.7131899448155538,0
24351,0.03,0.38,0.09,3.25,0.02,0.26,0.2163873914477518,0.6730937806440248,0.7070210327276192,0
24352,0.03,0.38,0.09,6.25,0.08,0.46,0.3890659766301081,0.19576238715596003,0.43554017770596065,0
24353,0.03,0.4600000000000001,0.09,2.0,0.06999999999999999,0.46,0.48121525967936224,0.10016327246051827,0.49152905030961913,0
24354,0.03,0.38,0.09,6.5,0.09999999999999999,0.36000000000000004,0.09929416259742757,0.1929965951988102,0.21704150866656313,0
24355,0.03,0.4600000000000001,0.09,3.25,0.060000000000000005,0.16000000000000003,1.0017480681591506,0.5520978612151414,1.1438143382642674,0
24357,0.03,0.42000000000000004,0.09,5.75,0.060000000000000005,0.21000000000000002,0.6329332156025856,0.3171630780056217,0.7079525926663658,0
24358,0.03,0.36000000000000004,0.1,4.0,0.03599999999999999,0.26,0.11404906087150155,0.09512327269566219,0.1485113641914476,0
24359,0.03,0.36,0.09,4.0,0.04,0.21000000000000002,0.4205192560899423,0.17838141027958435,0.4567891989482368,0
24360,0.03,0.36000000000000004,0.1,5.0,0.03999999999999998,0.18000000000000002,0.43722324768611237,0.25561547232447945,0.5064616846404655,0
24364,0.03,0.34,0.1,4.0,0.03399999999999999,0.30000000000000004,0.2017629318836638,0.2971787189975083,0.35919837375368496,0
24365,0.03,0.4600000000000001,0.09,7.75,0.01,0.36000000000000004,3.382574952822625,4.451693160184487,5.591009327831276,0
24366,0.03,0.42000000000000004,0.09,2.25,0.03,0.21000000000000002,0.5836885465543113,0.19913588277438446,0.616723130089198,0
24367,0.03,0.44000000000000006,0.09,7.5,0.09999999999999999,0.41000000000000003,0.22088491054304835,0.023720952938980744,0.22215496238874297,0
24368,0.03,0.36,0.09,8.0,0.03,0.41000000000000003,0.8085612126227536,1.3224851250203156,1.5500768175990431,0
24369,0.03,0.4,0.09,7.0,0.05,0.31000000000000005,0.12033861097233653,0.18416596726865694,0.21999655631566456,0
24375,0.03,0.4,0.09,3.5,0.04,0.26,0.32021923116588547,0.004261176480738773,0.3202475817761483,0
24376,0.03,0.36,0.09,6.5,0.09,0.16000000000000003,0.9412714066399894,0.6469198389226187,1.1421458483703784,0
24377,0.03,0.4600000000000001,0.09,7.75,0.04,0.11,0.8745703507291464,0.4662508497311293,0.9910918994974695,0
24379,0.03,0.38,0.09,9.75,0.06999999999999999,0.46,0.21396497205158435,0.3967539762245616,0.45077125786260513,0
24380,0.03,0.36,0.09,4.5,0.01,0.11,0.16237182476739456,0.5273382741814466,0.551770119610477,0
24383,0.03,0.44000000000000006,0.09,6.75,0.09999999999999999,0.21000000000000002,0.8540908726093417,0.5227458821533971,1.0013663045973336,0
24384,0.03,0.34,0.1,4.5,0.03599999999999999,0.16000000000000003,0.5232116527908068,0.31222372790463365,0.6092898242074576,0
24387,0.03,0.36,0.09,7.5,0.09,0.26,0.3466713640445078,0.3798473891139266,0.5142616782000643,0
24388,0.03,0.44000000000000006,0.09,8.5,0.02,0.36000000000000004,0.948073450893721,2.0077575094534366,2.2203453526548964,0
24389,0.03,0.44000000000000006,0.09,9.0,0.03,0.46,1.675493621196569,1.7229196057177671,2.4032750243026824,0
24390,0.03,0.44000000000000006,0.09,2.25,0.08,0.36000000000000004,0.6376783054777253,0.3042172955854636,0.7065279783634024,0
24392,0.03,0.42000000000000004,0.09,5.5,0.09,0.16000000000000003,1.0290822180492905,0.6362076292178522,1.2098637770345253,0
24393,0.03,0.4600000000000001,0.09,4.25,0.09999999999999999,0.46,0.2450043356294716,0.0018120982313330435,0.24501103684780973,0
24394,0.03,0.4,0.09,2.75,0.06999999999999999,0.41000000000000003,0.32490591890389375,0.06748198660877344,0.33183983283423085,0
24395,0.03,0.4600000000000001,0.09,2.25,0.09999999999999999,0.31000000000000005,0.855217103474037,0.4700374823795085,0.9758747506294999,0
24397,0.03,0.42000000000000004,0.09,6.75,0.09,0.26,0.648835913972936,0.3598208596996567,0.7419293054840841,0
24398,0.03,0.38000000000000006,0.1,3.5,0.03199999999999999,0.28,0.09674845989060428,0.24764082730842263,0.2658688470678802,0
24399,0.03,0.4,0.09,5.75,0.04,0.26,0.1794263310099413,0.15026839632249128,0.2340393112129292,0
24400,0.03,0.38,0.09,9.25,0.05,0.46,0.9504436626789479,0.7745783825733843,1.2260973968965818,0
24401,0.03,0.44000000000000006,0.09,3.0,0.04,0.41000000000000003,0.79207817418917,0.47408245083705297,0.9231153796890809,0
24402,0.03,0.38,0.09,4.25,0.01,0.46,3.147543544989167,4.76519178700431,5.710874113000242,0
24404,0.03,0.38,0.09,10.0,0.03,0.36000000000000004,1.2488944104897863,1.1375266999357274,1.6892910470429001,0
24405,0.03,0.42000000000000004,0.09,8.5,0.01,0.21000000000000002,1.863348702591226,2.310936017273809,2.968584454480239,0
24406,0.03,0.42000000000000004,0.09,4.5,0.05,0.11,1.0501409790387835,0.6262460116306798,1.2226938058810424,0
24407,0.03,0.4,0.09,5.75,0.06999999999999999,0.16000000000000003,0.8649823678886889,0.5562785462937312,1.0284164126583113,0
24408,0.03,0.36000000000000004,0.1,4.0,0.03199999999999999,0.14,0.5729186983808192,0.35005545384505404,0.6713975392575094,0
24409,0.03,0.36,0.09,5.0,0.04,0.1,0.9274186568033689,0.5992119628172767,1.104155940694202,0
24410,0.03,0.4,0.09,6.25,0.05,0.46,0.3336404293007848,0.6988793429484091,0.7744341625109342,0
24411,0.03,0.38,0.09,5.25,0.04,0.41000000000000003,0.8115834008801741,0.7172405085871358,1.0830981320926385,0
24412,0.03,0.44000000000000006,0.09,10.0,0.08,0.11,1.1619360308874356,0.7159323006751408,1.3647909726490897,0
24413,0.03,0.36000000000000004,0.1,4.0,0.03199999999999999,0.24000000000000002,0.11064309926576438,0.11512680957680221,0.1596749125519318,0
24414,0.03,0.36000000000000004,0.1,3.5,0.037999999999999985,0.14,0.7215243217823283,0.4705015106157119,0.8613762351116472,0
24415,0.03,0.36000000000000004,0.1,3.5,0.025999999999999995,0.1,0.7545342470599248,0.47881761714839477,0.8936376449534533,0
24416,0.03,0.36,0.09,9.75,0.05,0.31000000000000005,0.4124157707442184,0.20146010165373518,0.45899122052265995,0
24417,0.03,0.34,0.1,4.0,0.03599999999999999,0.26,0.10943923342304857,0.07792568853294347,0.13434790190232904,0
24418,0.03,0.44000000000000006,0.09,5.0,0.02,0.46,2.256871922384044,2.4097027494278214,3.301535735781979,0
24419,0.03,0.4600000000000001,0.09,9.75,0.02,0.16000000000000003,0.630614342411673,0.4589071760352705,0.7799168193288137,0
24421,0.03,0.38,0.09,4.5,0.05,0.31000000000000005,0.27177527985202576,0.06457418117947746,0.27934141764809406,0
24422,0.03,0.36,0.09,2.5,0.09999999999999999,0.31000000000000005,0.7078769340288386,0.4854661274486616,0.8583513934456383,0
24423,0.03,0.36000000000000004,0.1,3.5,0.027999999999999994,0.14,0.540165535359921,0.30702723756750544,0.6213248185925003,0
