,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
23898,0.03,0.36,0.09,5.0,0.09,0.46,0.2700502387148409,0.045814530264243945,0.2739089312404323,0
23899,0.03,0.4600000000000001,0.09,9.25,0.01,0.46,3.6560710928354134,6.009421045125729,7.034201954270771,0
23903,0.03,0.36,0.09,4.5,0.04,0.11,0.8919595316826148,0.5673104898627678,1.0570870342917857,0
23908,0.03,0.44000000000000006,0.09,8.0,0.05,0.21000000000000002,0.04097753536038408,0.1534001507767622,0.15877898054385192,0
23909,0.03,0.4600000000000001,0.09,10.0,0.05,0.46,1.1021943610181402,0.8510336562919627,1.3925123674861393,0
23910,0.03,0.4,0.09,2.25,0.03,0.21000000000000002,0.5533966451224259,0.21097077404228304,0.5922470044945405,0
23911,0.03,0.36,0.09,8.25,0.09999999999999999,0.36000000000000004,0.04177632295906547,0.1805222098062545,0.18529309051692539,0
23912,0.03,0.4600000000000001,0.09,4.5,0.01,0.16000000000000003,0.42305385029115744,1.2866472898001222,1.3544134555578562,0
23913,0.03,0.38,0.09,8.25,0.09999999999999999,0.26,0.39313517740413284,0.4082130418053791,0.5667390538974522,0
23914,0.03,0.36,0.09,7.75,0.01,0.41000000000000003,2.189016624253298,4.944914101808713,5.407769341930551,0
23915,0.03,0.38,0.09,8.25,0.09999999999999999,0.41000000000000003,0.11631956044154286,0.05474436120125376,0.12855810057964875,0
23917,0.03,0.38,0.09,5.75,0.06999999999999999,0.46,0.47855610949280614,0.28931556763333693,0.5592132398360133,0
23918,0.03,0.36,0.09,6.0,0.06999999999999999,0.46,0.5159744827629681,0.2850721791640377,0.5894877557641428,0
23919,0.03,0.34,0.1,4.0,0.022,0.3400000000000001,0.813813354873416,1.0996471123160376,1.3680336063837484,0
23921,0.03,0.4,0.09,5.25,0.09,0.41000000000000003,0.2392854568633022,0.03498386485224302,0.24182928000198664,0
23922,0.03,0.44000000000000006,0.09,5.5,0.04,0.11,0.8987806001665911,0.5070265807627841,1.031931451616733,0
23923,0.03,0.4600000000000001,0.09,8.5,0.06999999999999999,0.41000000000000003,0.5504763931233982,0.2777099558892335,0.61656068556643,0
23924,0.03,0.42000000000000004,0.09,1.75,0.01,0.31000000000000005,,,,1
23926,0.03,0.38,0.09,8.75,0.06999999999999999,0.31000000000000005,0.07985585416018044,0.07408598889128776,0.10892975348201253,0
23927,0.03,0.44000000000000006,0.09,3.25,0.08,0.31000000000000005,0.6061615937427249,0.29056911960266313,0.6722070298616246,0
23931,0.03,0.42000000000000004,0.09,10.0,0.01,0.16000000000000003,0.7337735425932105,1.645455940542519,1.8016517044302587,0
23933,0.03,0.36,0.09,7.0,0.09999999999999999,0.46,0.3054462431068705,0.03288746367032074,0.30721164153522584,0
23934,0.03,0.4,0.09,4.75,0.09999999999999999,0.11,1.1504242681976122,0.8069692487532183,1.4052314276628406,0
23935,0.03,0.42000000000000004,0.09,6.5,0.04,0.31000000000000005,0.09372632737263406,0.4015798001435496,0.41237235640388825,0
23936,0.03,0.36000000000000004,0.1,3.0,0.023999999999999997,0.3600000000000001,0.46435276965672845,0.8394832234525792,0.959351644156723,0
23937,0.03,0.44000000000000006,0.09,8.5,0.01,0.16000000000000003,1.4573128184077107,1.574204193637746,2.145199173494641,0
23938,0.03,0.36,0.09,8.75,0.060000000000000005,0.16000000000000003,0.5339646514137285,0.48039466969878025,0.7182599025661844,0
23939,0.03,0.4,0.09,5.5,0.02,0.31000000000000005,0.6586040396753085,1.3820169626370968,1.5309246114989798,0
23940,0.03,0.42000000000000004,0.09,3.0,0.09,0.31000000000000005,0.6777937825013752,0.37167294655382177,0.7730104726312067,0
23941,0.03,0.44000000000000006,0.09,7.5,0.04,0.26,0.4086451324311229,0.23175569957033057,0.4697888339913831,0
23943,0.03,0.44000000000000006,0.09,2.25,0.060000000000000005,0.26,0.7693665540239747,0.39892741938018433,0.8666417831976826,0
23944,0.03,0.36,0.09,4.5,0.05,0.31000000000000005,0.1643518715844856,0.04870774613275937,0.1714175668554906,0
23946,0.03,0.36,0.09,4.75,0.09999999999999999,0.16000000000000003,1.0303999194927953,0.6987003923475832,1.244952301237853,0
23947,0.03,0.44000000000000006,0.09,8.5,0.09999999999999999,0.11,1.246956848743641,0.7715207115279971,1.4663374751213782,0
23948,0.03,0.4600000000000001,0.09,3.75,0.06999999999999999,0.36000000000000004,0.13247731437517396,0.03942834006143312,0.13822023304877867,0
23949,0.03,0.36,0.09,3.0,0.060000000000000005,0.31000000000000005,0.4233065331884641,0.20735515625370898,0.4713645954725878,0
23950,0.03,0.38,0.09,6.25,0.06999999999999999,0.21000000000000002,0.45327698337118233,0.4034660856978359,0.6068318597127318,0
23951,0.03,0.34,0.1,3.0,0.03599999999999999,0.24000000000000002,0.3174084679169289,0.11875564733940039,0.3388967973887805,0
23952,0.03,0.44000000000000006,0.09,9.5,0.09999999999999999,0.11,1.2417258159638684,0.7703045888586325,1.4612502050120648,0
23953,0.03,0.44000000000000006,0.09,4.75,0.08,0.36000000000000004,0.0904979178080234,0.07931154865465698,0.12033368139298231,0
23954,0.03,0.42000000000000004,0.09,9.25,0.09,0.36000000000000004,0.1700772971391575,0.07270320631398139,0.1849649783350746,0
23955,0.03,0.42000000000000004,0.09,4.0,0.09,0.36000000000000004,0.4641714619241291,0.1952838379982669,0.5035781205017913,0
23956,0.03,0.38,0.09,4.75,0.03,0.31000000000000005,0.23545851757171857,0.6195961608849213,0.6628273652169202,0
23957,0.03,0.42000000000000004,0.09,1.75,0.060000000000000005,0.41000000000000003,,,,1
23958,0.03,0.38,0.09,6.75,0.04,0.21000000000000002,0.05094256001171452,0.049543692585434236,0.07106139525471722,0
23959,0.03,0.44000000000000006,0.09,1.5,0.06999999999999999,0.31000000000000005,,,,1
23960,0.03,0.42000000000000004,0.09,6.0,0.06999999999999999,0.16000000000000003,0.9045840271430008,0.5458223641671347,1.056500977466301,0
23961,0.03,0.4600000000000001,0.09,6.5,0.01,0.21000000000000002,2.0919193298074377,2.2176365215246614,3.0486125080144246,0
23962,0.03,0.4600000000000001,0.09,2.25,0.09999999999999999,0.16000000000000003,1.0382347831934031,0.7509092800454217,1.281325958486359,0
23964,0.03,0.38,0.09,6.0,0.05,0.11,0.9586983668406727,0.6113361776878579,1.1370287950324622,0
23966,0.03,0.38,0.09,7.0,0.08,0.46,0.4432320506321336,0.21427654909407762,0.49230995338224975,0
23967,0.03,0.4,0.09,2.5,0.09,0.46,0.37089226361420785,0.1456887369817357,0.39847996096692795,0
23968,0.03,0.38,0.09,7.0,0.03,0.36000000000000004,0.5467749585699533,1.0334780847861906,1.1692047755002144,0
23972,0.03,0.4600000000000001,0.09,8.25,0.09999999999999999,0.41000000000000003,0.2846081070907725,0.008071531762930777,0.2847225390565219,0
23974,0.03,0.42000000000000004,0.09,6.5,0.09,0.41000000000000003,0.24383870374104397,0.012269536801906115,0.2441471994011931,0
23975,0.03,0.44000000000000006,0.09,3.5,0.04,0.41000000000000003,0.8470758747694473,0.5740013925578344,1.0232375756757361,0
23977,0.03,0.38,0.09,2.0,0.06999999999999999,0.16000000000000003,1.1671409183174903,0.7337694338482628,1.378635377923037,0
23978,0.03,0.42000000000000004,0.09,7.0,0.09,0.26,0.6411596971767822,0.3548228456333292,0.7327926098611779,0
23980,0.03,0.4,0.09,3.5,0.06999999999999999,0.41000000000000003,0.23254653849338963,0.028480016678365846,0.2342840240290779,0
23981,0.03,0.4600000000000001,0.09,5.75,0.03,0.36000000000000004,1.128898959251653,1.0310436291124316,1.528876654715088,0
23983,0.03,0.44000000000000006,0.09,4.25,0.03,0.16000000000000003,0.5211567145919075,0.13730237145924815,0.5389399431964236,0
23984,0.03,0.4600000000000001,0.09,7.25,0.060000000000000005,0.21000000000000002,0.17277044569270195,0.2715496298868159,0.32185218407915395,0
23985,0.03,0.4,0.09,9.0,0.05,0.46,0.4302434808484845,0.7963360295283642,0.9051301148109149,0
23986,0.03,0.42000000000000004,0.09,6.5,0.05,0.31000000000000005,0.1640682212626795,0.18140410372976676,0.24459319303345206,0
23987,0.03,0.44000000000000006,0.09,1.75,0.09999999999999999,0.26,1.0412400710648542,0.6368277305716202,1.2205451421459768,0
23989,0.03,0.4,0.09,5.25,0.05,0.16000000000000003,0.7270393320215369,0.4249994546074933,0.8421464995610854,0
23992,0.03,0.44000000000000006,0.09,2.0,0.04,0.36000000000000004,0.4007475391521908,0.008244923690772796,0.40083234513098287,0
23993,0.03,0.4600000000000001,0.09,8.75,0.06999999999999999,0.41000000000000003,0.5583658393625778,0.2807794562908759,0.6249876107908667,0
23995,0.03,0.36,0.09,8.0,0.09,0.46,0.4180442425182042,0.12568408895586833,0.4365288981491211,0
23996,0.03,0.44000000000000006,0.09,3.25,0.06999999999999999,0.11,1.2559386143120597,0.7518660799249204,1.4637911070442269,0
23997,0.03,0.44000000000000006,0.09,9.5,0.02,0.31000000000000005,1.5859225999291737,1.6523057428736767,2.2902543004870535,0
23998,0.03,0.44000000000000006,0.09,9.5,0.05,0.31000000000000005,0.4547530380975001,0.26509957553719304,0.5263820956386209,0
23999,0.03,0.4,0.09,3.75,0.05,0.41000000000000003,0.10326061563807334,0.33470314231420045,0.3502698220186173,0
24001,0.03,0.38,0.09,2.5,0.09999999999999999,0.11,1.3567405093762899,0.8624315579946041,1.6076482830543608,0
24002,0.03,0.44000000000000006,0.09,2.25,0.06999999999999999,0.41000000000000003,0.4761240074514228,0.14077431974618107,0.49649922413998043,0
24003,0.03,0.44000000000000006,0.09,7.5,0.03,0.41000000000000003,1.4104786533157456,1.3846643050332934,1.9765488279050263,0
24004,0.03,0.38,0.09,1.5,0.01,0.11,,,,1
24007,0.03,0.38,0.09,7.75,0.02,0.26,1.074784112092197,1.1413787129717285,1.5677711102169258,0
24008,0.03,0.4600000000000001,0.09,9.25,0.08,0.26,0.09863666357821545,0.25925814823260623,0.27738777699610717,0
24010,0.03,0.4,0.09,4.25,0.060000000000000005,0.11,1.102471403504832,0.6961768480901005,1.3038808992245345,0
24011,0.03,0.42000000000000004,0.09,4.25,0.09999999999999999,0.26,0.7705458181196018,0.4563845192470199,0.8955599852773347,0
24013,0.03,0.38,0.09,4.75,0.04,0.46,0.44747789189039366,0.8720052163356976,0.9801171159852978,0
24015,0.03,0.38,0.09,8.25,0.01,0.31000000000000005,1.6835963253461437,3.6656127860518315,4.033759249631256,0
24017,0.03,0.44000000000000006,0.09,4.5,0.04,0.46,0.3554349077071099,0.8993453897418945,0.9670346962062747,0
24018,0.03,0.38000000000000006,0.1,3.0,0.023999999999999997,0.14,0.5311047315399047,0.2506476938187678,0.5872788965055198,0
24019,0.03,0.4,0.09,6.5,0.01,0.36000000000000004,3.0304092506575837,4.198544664634799,5.177949162303971,0
24021,0.03,0.36000000000000004,0.1,3.0,0.03999999999999998,0.3400000000000001,0.07645773916141363,0.16167153259000172,0.17883923039331934,0
24022,0.03,0.4,0.09,8.0,0.09,0.11,1.1735521684065107,0.7638324508413697,1.400237374494038,0
24023,0.03,0.42000000000000004,0.09,6.0,0.01,0.46,3.5757810195089514,5.448489682312583,6.517073708172031,0
24024,0.03,0.38,0.09,4.25,0.02,0.11,0.5138367628816886,0.18375734674655422,0.5457059477154945,0
24025,0.03,0.38,0.09,6.5,0.03,0.26,0.1728508950471643,0.46990080075479745,0.5006837269860143,0
24026,0.03,0.36,0.09,1.75,0.09,0.31000000000000005,0.8330715579636486,0.5696783185711038,1.0092282236134604,0
24027,0.03,0.38000000000000006,0.1,4.0,0.023999999999999997,0.4,0.7374161439455682,1.32628896099857,1.5175061704712167,0
24028,0.03,0.34,0.1,4.5,0.022,0.14,0.30031869113080256,0.07306206225988068,0.3090782767911473,0
24029,0.03,0.44000000000000006,0.09,9.0,0.08,0.46,0.5893767089038487,0.2898223469069746,0.6567814688045018,0
24030,0.03,0.4600000000000001,0.09,5.5,0.03,0.21000000000000002,0.3706890922785565,0.21188619242807352,0.4269732563943166,0
24031,0.03,0.42000000000000004,0.09,3.25,0.04,0.36000000000000004,0.11720177155789248,0.3364364302261769,0.35626637062686906,0
24032,0.03,0.38,0.09,7.5,0.08,0.11,1.1260130972637814,0.7424937448501953,1.3487781345911718,0
24033,0.03,0.42000000000000004,0.09,6.0,0.05,0.26,0.33995381339915637,0.015181466497015489,0.3402926272631078,0
24034,0.03,0.38,0.09,3.25,0.03,0.46,0.49722973833086315,1.0553059855203135,1.16657967398527,0
24035,0.03,0.38,0.09,8.0,0.06999999999999999,0.36000000000000004,0.26287646902612594,0.06635877403679687,0.2711227118101883,0
24036,0.03,0.36,0.09,2.25,0.09999999999999999,0.1,1.4287927695146112,0.8997132961208626,1.68847054858351,0
24038,0.03,0.4,0.09,5.75,0.02,0.16000000000000003,0.5903838538107203,0.2930284093024656,0.6591045011974439,0
24039,0.03,0.44000000000000006,0.09,9.5,0.05,0.46,1.0395792452650061,0.8435112068411815,1.3387442486346772,0
24040,0.03,0.42000000000000004,0.09,4.5,0.06999999999999999,0.36000000000000004,0.3044634848484616,0.013679179129855265,0.3047706244829644,0
24042,0.03,0.4600000000000001,0.09,2.5,0.02,0.26,0.7877846493771044,0.5081506002161171,0.9374548982720221,0
24045,0.03,0.42000000000000004,0.09,3.25,0.05,0.46,0.09347652645224801,0.4301736704130862,0.44021273006836625,0
24046,0.03,0.38000000000000006,0.1,3.0,0.037999999999999985,0.26,0.3033243032810474,0.05633572386446589,0.3085115018022281,0
24048,0.03,0.4600000000000001,0.09,9.75,0.09999999999999999,0.26,0.2277783582636648,0.36353706694320287,0.42900137474716465,0
24049,0.03,0.4,0.09,8.25,0.05,0.41000000000000003,0.2966904938788059,0.5847821686819232,0.6557403708529642,0
24051,0.03,0.42000000000000004,0.09,8.5,0.08,0.46,0.08603461110945568,0.26320590322343945,0.27691027752761693,0
24053,0.03,0.44000000000000006,0.09,6.75,0.04,0.36000000000000004,0.22328448040526644,0.6521109833520159,0.6892783862839331,0
24055,0.03,0.36000000000000004,0.1,5.0,0.03199999999999999,0.4,0.6138402881495081,0.9466359149553398,1.1282373220377016,0
24056,0.03,0.38,0.09,8.25,0.03,0.36000000000000004,1.4016584178474443,1.0773208378194492,1.767842331183016,0
24060,0.03,0.38,0.09,5.75,0.02,0.36000000000000004,0.8923247962236269,1.7417369062519172,1.957010728778853,0
24061,0.03,0.38,0.09,4.0,0.060000000000000005,0.11,1.1135289379735267,0.7093971518832031,1.3202995928214363,0
24062,0.03,0.36,0.09,6.25,0.05,0.21000000000000002,0.1694659830942748,0.23199390257791985,0.28729756396364103,0
24063,0.03,0.4,0.09,2.25,0.04,0.16000000000000003,0.890638314502997,0.5271716615423608,1.0349621094484922,0
24066,0.03,0.4600000000000001,0.09,8.25,0.060000000000000005,0.36000000000000004,0.5037361074771417,0.2573174401557992,0.5656521289490174,0
24067,0.03,0.36,0.09,2.0,0.04,0.1,1.2410928033626027,0.7709805401510903,1.4610689031835942,0
24068,0.03,0.34,0.1,4.5,0.02,0.3600000000000001,1.2447992697576156,1.5016941920488782,1.9505411219511437,0
24069,0.03,0.44000000000000006,0.09,6.25,0.09,0.16000000000000003,1.0121928037837644,0.6235621450050777,1.1888498730769044,0
24070,0.03,0.36,0.09,6.5,0.01,0.41000000000000003,2.1190620103855604,4.768706822357609,5.218331971181912,0
24071,0.03,0.38,0.09,3.25,0.060000000000000005,0.46,0.09095828239138105,0.22801522275570382,0.24548798533517574,0
24072,0.03,0.42000000000000004,0.09,7.5,0.03,0.11,0.341176745507935,0.33016481977440715,0.47477403034712523,0
24074,0.03,0.38,0.09,7.0,0.09999999999999999,0.26,0.434233017904222,0.41824024712677615,0.6028956942580327,0
24076,0.03,0.36,0.09,4.5,0.02,0.36000000000000004,0.8199792371310651,1.5465213205018116,1.7504554104840004,0
24077,0.03,0.44000000000000006,0.09,5.25,0.04,0.36000000000000004,0.15562247308187763,0.5698102266398289,0.5906793110575763,0
24079,0.03,0.38,0.09,4.0,0.09999999999999999,0.41000000000000003,0.3431580549433669,0.16641667950258682,0.3813816486004295,0
24080,0.03,0.38,0.09,5.0,0.09,0.26,0.640441958943737,0.4096925092371108,0.7602722242070215,0
24082,0.03,0.36000000000000004,0.1,3.0,0.029999999999999992,0.3600000000000001,0.26768364812927803,0.5362118014289378,0.5993143010703696,0
24083,0.03,0.38,0.09,7.75,0.01,0.36000000000000004,2.96719178234231,4.28849626620645,5.214923517988198,0
24085,0.03,0.38000000000000006,0.1,5.0,0.023999999999999997,0.24000000000000002,0.24074514614466833,0.5390947551219543,0.5904078085461079,0
24086,0.03,0.42000000000000004,0.09,9.0,0.01,0.11,0.2807531773614763,0.8216860990061837,0.8683262013198523,0
24087,0.03,0.4,0.09,8.25,0.08,0.26,0.16520500947278627,0.2904667656118339,0.3341610945036891,0
24088,0.03,0.4600000000000001,0.09,1.5,0.09999999999999999,0.31000000000000005,,,,1
24089,0.03,0.34,0.1,4.0,0.03999999999999998,0.3600000000000001,0.2830286127583478,0.36129205283491445,0.45895222309253647,0
24090,0.03,0.44000000000000006,0.09,5.0,0.06999999999999999,0.46,0.08438297369965803,0.29476439123758924,0.30660484763301404,0
24091,0.03,0.4,0.09,8.75,0.060000000000000005,0.21000000000000002,0.5067655832940573,0.2809104156577326,0.5794152380084305,0
24092,0.03,0.44000000000000006,0.09,7.0,0.04,0.41000000000000003,1.0409496919722692,0.8759563253524687,1.3604689431009303,0
24094,0.03,0.4600000000000001,0.09,7.25,0.06999999999999999,0.26,0.056037045633942836,0.19363422252621917,0.20157966816302172,0
24095,0.03,0.4600000000000001,0.09,4.75,0.05,0.26,0.10665024011124438,0.045051566103003954,0.11577528805457327,0
24096,0.03,0.38,0.09,3.5,0.01,0.36000000000000004,1.4383232312685685,3.255133447791862,3.5587452115233242,0
24097,0.03,0.38000000000000006,0.1,4.5,0.03199999999999999,0.26,0.09996206808176451,0.2672666488889576,0.2853486931168893,0
24098,0.03,0.44000000000000006,0.09,3.75,0.08,0.16000000000000003,1.0568187671367633,0.6312745486381764,1.2310050618623798,0
24099,0.03,0.38000000000000006,0.1,3.5,0.022,0.18000000000000002,0.198950992944816,0.11547678493244141,0.23003561779007517,0
24101,0.03,0.38000000000000006,0.1,3.5,0.03999999999999998,0.14,0.7706921900751929,0.4833962608978271,0.9097463365647027,0
24102,0.03,0.44000000000000006,0.09,8.5,0.01,0.11,0.26929565733531013,0.8236108864071269,0.8665189226254612,0
24103,0.03,0.4600000000000001,0.09,9.0,0.060000000000000005,0.41000000000000003,0.7046981592132806,0.43682626677166136,0.8291059539891465,0
24105,0.03,0.42000000000000004,0.09,7.25,0.04,0.31000000000000005,0.12133116887087042,0.4269062629547614,0.44381326015518235,0
24106,0.03,0.38,0.09,6.0,0.09999999999999999,0.16000000000000003,1.0074119883177082,0.6759202448884041,1.2131558398063451,0
24107,0.03,0.4600000000000001,0.09,9.25,0.09999999999999999,0.36000000000000004,0.15196843934146603,0.12414818410539351,0.1962324595283551,0
24109,0.03,0.38000000000000006,0.1,3.5,0.027999999999999994,0.38,0.4350750253107302,0.8589442680116097,0.962847616811265,0
24110,0.03,0.36,0.09,9.5,0.09,0.11,1.1512462741796605,0.7674507299874914,1.3835998723514265,0
24111,0.03,0.42000000000000004,0.09,2.0,0.08,0.21000000000000002,1.0648960667594107,0.6467050942534267,1.2458856737008404,0
24112,0.03,0.36,0.09,8.5,0.06999999999999999,0.21000000000000002,0.327218142205781,0.3929234590010291,0.5113321398288357,0
24113,0.03,0.36,0.09,3.0,0.05,0.11,1.1069542459539043,0.7060235539272045,1.3129421012883156,0
24114,0.03,0.4,0.09,5.5,0.09999999999999999,0.11,1.2561994474985045,0.7996515714255388,1.4891204409244008,0
24115,0.03,0.36,0.09,4.25,0.09,0.1,1.3073352155308748,0.8313248079671789,1.5492663754528548,0
24116,0.03,0.4,0.09,5.0,0.04,0.21000000000000002,0.23905698134982803,0.09493370480674053,0.2572171235365666,0
24117,0.03,0.44000000000000006,0.09,6.5,0.02,0.36000000000000004,0.8566484169115358,1.8840885120573996,2.0696946710719692,0
24119,0.03,0.36,0.09,2.0,0.01,0.46,1.1860697974284329,2.528346267510313,2.792722043599265,0
24120,0.03,0.36,0.09,6.25,0.09,0.21000000000000002,0.7417259563865444,0.5189142650444935,0.9052234027267527,0
24122,0.03,0.42000000000000004,0.09,2.75,0.03,0.16000000000000003,0.6834742400893875,0.29618776834411426,0.7448920935158544,0
24124,0.03,0.4,0.09,7.75,0.02,0.41000000000000003,1.1750138721179002,2.3107209748474613,2.592313450042163,0
24125,0.03,0.36,0.09,1.75,0.060000000000000005,0.11,1.3440146606443701,0.8532592495152534,1.591988302378612,0
24126,0.03,0.38000000000000006,0.1,4.5,0.025999999999999995,0.28,0.2871529772379397,0.6156470707583471,0.6793218295255541,0
24127,0.03,0.36,0.09,5.25,0.03,0.36000000000000004,0.48864202928238815,0.8941991509119579,1.0190010570518937,0
24128,0.03,0.36,0.09,2.0,0.03,0.11,1.0707706041090164,0.6610731440808953,1.258398739847187,0
24129,0.03,0.44000000000000006,0.09,3.5,0.060000000000000005,0.46,0.11076274581244265,0.306802503941868,0.3261842459177201,0
24130,0.03,0.38,0.09,3.5,0.09,0.41000000000000003,0.34533266479827357,0.141424040713263,0.3731694101455041,0
24131,0.03,0.4,0.09,2.5,0.08,0.11,1.2476184314874015,0.822597958776542,1.4943959155359121,0
24132,0.03,0.38,0.09,8.75,0.06999999999999999,0.41000000000000003,0.4386544874804252,0.22160741584688293,0.49145458197584013,0
24133,0.03,0.42000000000000004,0.09,7.0,0.060000000000000005,0.41000000000000003,0.09023978714103531,0.362593600157256,0.3736540352495332,0
24135,0.03,0.38,0.09,2.5,0.03,0.21000000000000002,0.487874290037305,0.16006545051946727,0.5134610708996393,0
24137,0.03,0.4,0.09,7.25,0.060000000000000005,0.21000000000000002,0.5470075237952953,0.2958864706549908,0.62190516528272,0
24138,0.03,0.34,0.1,4.5,0.03599999999999999,0.2,0.3178134520379263,0.13738150542679817,0.34623556768419483,0
24139,0.03,0.4600000000000001,0.09,3.75,0.02,0.21000000000000002,0.1139154571845631,0.5212774005907667,0.533579290970175,0
24140,0.03,0.4,0.09,6.25,0.05,0.11,0.9494948091563106,0.5996078364995464,1.1229737085998253,0
24141,0.03,0.36,0.09,8.0,0.01,0.16000000000000003,0.7761095417951368,1.4823798857243036,1.6732591390652722,0
24142,0.03,0.44000000000000006,0.09,5.75,0.03,0.46,0.7091842553521244,1.5283466641330643,1.6848696785822972,0
24143,0.03,0.38,0.09,5.0,0.09,0.16000000000000003,1.00192569365163,0.6575309552028711,1.198416477126921,0
24144,0.03,0.42000000000000004,0.09,8.75,0.06999999999999999,0.31000000000000005,0.2949923089542589,0.050903047223782895,0.2993519376233125,0
24145,0.03,0.36,0.09,7.75,0.09999999999999999,0.36000000000000004,0.06835609535337593,0.18776207291410058,0.19981779649710846,0
24146,0.03,0.4600000000000001,0.09,9.25,0.04,0.41000000000000003,1.1503319275209891,0.9764610439575488,1.5088869122107265,0
24147,0.03,0.44000000000000006,0.09,8.25,0.05,0.11,0.6611945316411405,0.5682738474685131,0.8718448109548017,0
24148,0.03,0.38000000000000006,0.1,4.5,0.027999999999999994,0.32000000000000006,0.381306477410579,0.7266395477699608,0.8206093236727191,0
24150,0.03,0.4,0.09,5.75,0.09999999999999999,0.21000000000000002,0.8243939819431458,0.5484904472428547,0.9901854413092239,0
24151,0.03,0.38000000000000006,0.1,3.0,0.03399999999999999,0.26,0.23335310451845614,0.031055754566048685,0.2354105589816824,0
24153,0.03,0.38,0.09,8.5,0.01,0.31000000000000005,1.6992964204205454,3.696216900598052,4.0681233635081355,0
24155,0.03,0.4600000000000001,0.09,5.25,0.09999999999999999,0.41000000000000003,0.17086944580201183,0.07015172437890148,0.1847095881161019,0
24158,0.03,0.36,0.09,2.75,0.09,0.46,0.2819388561683337,0.13187633029344842,0.3112569438730244,0
24159,0.03,0.4,0.09,9.25,0.05,0.11,0.8961433607989985,0.5719887823273577,1.063129385452428,0
24160,0.03,0.44000000000000006,0.09,5.0,0.03,0.41000000000000003,0.509544740901135,1.1995838970729251,1.3033178311895648,0
24161,0.03,0.36,0.09,8.0,0.09999999999999999,0.26,0.33425404611039883,0.421706240656139,0.5381095806148651,0
24162,0.03,0.44000000000000006,0.09,4.5,0.01,0.31000000000000005,1.319246157518199,3.1721872561530793,3.435575994244129,0
24163,0.03,0.42000000000000004,0.09,8.75,0.08,0.16000000000000003,0.8945028490521099,0.570749522236623,1.0610798104269419,0
24165,0.03,0.44000000000000006,0.09,9.75,0.09,0.26,0.19420281103442502,0.32013863407124127,0.3744375473141986,0
24167,0.03,0.34,0.1,3.0,0.027999999999999994,0.4,0.5665089514218247,0.7730180531634863,0.9583784756335681,0
24168,0.03,0.44000000000000006,0.09,3.0,0.08,0.36000000000000004,0.517358259518049,0.19834921040091572,0.554077592001528,0
24169,0.03,0.4600000000000001,0.09,3.0,0.04,0.31000000000000005,0.2771189508392404,0.14649387612342923,0.3134571241109507,0
24170,0.03,0.38000000000000006,0.1,4.0,0.022,0.38,0.7509552282749555,1.383726777607005,1.574367666696746,0
24171,0.03,0.44000000000000006,0.09,4.0,0.01,0.26,2.345840669497234,2.4017643164487783,3.357296572904142,0
24172,0.03,0.42000000000000004,0.09,7.0,0.060000000000000005,0.26,0.4148759693604671,0.1249287120054207,0.4332773396291578,0
24173,0.03,0.38,0.09,4.0,0.05,0.46,0.19617225052831233,0.5068196601931827,0.5434608724054346,0
24175,0.03,0.42000000000000004,0.09,9.25,0.05,0.26,0.26318644620881493,0.04495900688404923,0.266998909675724,0
24177,0.03,0.34,0.1,3.5,0.029999999999999992,0.24000000000000002,0.12340070675555703,0.10137570431321301,0.15970212225506264,0
24178,0.03,0.36000000000000004,0.1,3.0,0.022,0.32000000000000006,0.3971241489019453,0.7683579738257857,0.8649170859583948,0
24180,0.03,0.44000000000000006,0.09,10.0,0.09999999999999999,0.41000000000000003,0.2804056873952013,0.008322856580926252,0.28052917756490503,0
24181,0.03,0.36,0.09,5.5,0.05,0.36000000000000004,0.09700221816502064,0.2741993361893253,0.29085169123730553,0
24182,0.03,0.42000000000000004,0.09,3.75,0.02,0.21000000000000002,0.10889601454884704,0.49093313079956885,0.5028654699830654,0
24184,0.03,0.36000000000000004,0.1,4.0,0.025999999999999995,0.16000000000000003,0.3220223351735808,0.1094136069386864,0.3401025165063901,0
24186,0.03,0.38,0.09,3.75,0.08,0.11,1.2376234915687712,0.786025674262616,1.4661337822596123,0
24187,0.03,0.44000000000000006,0.09,6.25,0.08,0.46,0.5013591437464576,0.23451146585330673,0.5534949129258984,0
24188,0.03,0.4,0.09,7.75,0.04,0.36000000000000004,0.3022985674648859,0.6495081872719798,0.716411410590769,0
24189,0.03,0.38000000000000006,0.1,4.0,0.03999999999999998,0.14,0.7221586563368463,0.4552697241837342,0.8536882608309503,0
24190,0.03,0.34,0.1,3.0,0.023999999999999997,0.22000000000000003,0.12462520043072628,0.13163733148946247,0.1812727989083451,0
24191,0.03,0.4,0.09,9.75,0.09,0.46,0.49751123765648697,0.17866768629217758,0.5286204439098903,0
24194,0.03,0.4,0.09,5.5,0.08,0.41000000000000003,0.16636076736212457,0.05361147568384951,0.1747858553839953,0
24195,0.03,0.4,0.09,1.5,0.06999999999999999,0.21000000000000002,,,,1
24196,0.03,0.42000000000000004,0.09,3.5,0.060000000000000005,0.41000000000000003,0.1887398418051423,0.15853389942427656,0.24648676465744926,0
24198,0.03,0.42000000000000004,0.09,8.25,0.04,0.46,1.2249937821955517,1.1222526587515842,1.6613430700769671,0
24199,0.03,0.36,0.09,3.0,0.03,0.11,0.8644375249375842,0.5258988166938581,1.0118407977148463,0
